rect/30.jpg; ((5, 14), (60, 9), (47, 63), (9, 52))
rect/31.jpg; ((5, 10), (54, 6), (61, 50), (0, 59))
rect/32.jpg; ((14, 8), (56, 1), (49, 44), (6, 58))
rect/33.jpg; ((2, 1), (63, 18), (53, 59), (5, 55))
rect/34.jpg; ((11, 15), (55, 5), (58, 57), (16, 62))
rect/35.jpg; ((11, 4), (46, 4), (52, 46), (18, 54))
rect/36.jpg; ((18, 11), (44, 11), (60, 59), (3, 58))
rect/37.jpg; ((17, 6), (47, 17), (49, 52), (15, 48))
rect/38.jpg; ((16, 14), (63, 8), (45, 60), (4, 47))
rect/39.jpg; ((2, 8), (61, 10), (60, 50), (3, 55))
rect/40.jpg; ((5, 0), (48, 4), (55, 44), (17, 61))
rect/41.jpg; ((13, 3), (54, 19), (45, 44), (6, 47))
rect/42.jpg; ((9, 7), (54, 12), (49, 59), (2, 48))
rect/43.jpg; ((7, 2), (50, 19), (53, 60), (0, 58))
rect/44.jpg; ((0, 11), (57, 8), (47, 45), (7, 58))
rect/45.jpg; ((11, 4), (48, 14), (48, 49), (3, 54))
rect/46.jpg; ((10, 17), (51, 13), (47, 50), (2, 53))
rect/47.jpg; ((5, 10), (46, 13), (53, 44), (8, 50))
rect/48.jpg; ((18, 10), (44, 1), (47, 59), (8, 62))
rect/49.jpg; ((3, 6), (53, 3), (53, 47), (14, 55))
rect/50.jpg; ((10, 16), (63, 1), (59, 54), (4, 55))
rect/51.jpg; ((4, 12), (51, 5), (56, 49), (10, 60))
rect/52.jpg; ((0, 17), (47, 9), (54, 57), (6, 53))
rect/53.jpg; ((10, 8), (50, 9), (53, 52), (18, 51))
rect/54.jpg; ((3, 0), (63, 1), (56, 51), (6, 57))
rect/55.jpg; ((14, 14), (47, 7), (46, 45), (3, 49))
rect/56.jpg; ((12, 13), (61, 17), (48, 55), (18, 45))
rect/57.jpg; ((2, 15), (54, 7), (54, 56), (15, 62))
rect/58.jpg; ((1, 4), (62, 13), (59, 48), (1, 48))
rect/59.jpg; ((10, 12), (60, 19), (53, 59), (14, 61))
rect/60.jpg; ((15, 19), (50, 15), (57, 47), (18, 53))
rect/61.jpg; ((9, 19), (55, 2), (49, 60), (1, 53))
rect/62.jpg; ((12, 17), (48, 5), (63, 54), (17, 53))
rect/63.jpg; ((7, 4), (53, 9), (57, 53), (13, 48))
rect/64.jpg; ((18, 12), (57, 3), (56, 53), (16, 62))
rect/65.jpg; ((6, 19), (45, 3), (53, 51), (6, 48))
rect/66.jpg; ((12, 17), (52, 14), (55, 59), (4, 49))
rect/67.jpg; ((4, 2), (60, 19), (56, 46), (15, 53))
rect/68.jpg; ((3, 1), (58, 8), (48, 51), (0, 57))
rect/69.jpg; ((16, 8), (58, 4), (51, 62), (1, 60))
rect/70.jpg; ((18, 19), (56, 2), (60, 51), (2, 45))
rect/71.jpg; ((17, 18), (62, 0), (60, 50), (6, 53))
rect/72.jpg; ((18, 19), (47, 11), (63, 44), (4, 44))
rect/73.jpg; ((7, 1), (49, 14), (59, 47), (8, 57))
rect/74.jpg; ((3, 14), (55, 7), (48, 47), (9, 61))
rect/75.jpg; ((16, 10), (58, 5), (47, 48), (3, 48))
rect/76.jpg; ((17, 11), (51, 14), (46, 54), (6, 48))
rect/77.jpg; ((9, 6), (51, 17), (50, 58), (14, 46))
rect/78.jpg; ((17, 5), (54, 4), (57, 49), (8, 53))
rect/79.jpg; ((3, 2), (49, 6), (61, 49), (13, 50))
rect/80.jpg; ((1, 4), (60, 13), (52, 60), (1, 63))
rect/81.jpg; ((16, 5), (53, 14), (63, 46), (11, 60))
rect/82.jpg; ((3, 16), (48, 0), (60, 60), (9, 59))
rect/83.jpg; ((17, 10), (56, 9), (62, 60), (3, 60))
rect/84.jpg; ((1, 17), (52, 3), (47, 48), (1, 51))
rect/85.jpg; ((14, 5), (57, 17), (48, 61), (1, 48))
rect/86.jpg; ((16, 3), (44, 5), (47, 49), (1, 55))
rect/87.jpg; ((15, 13), (58, 11), (61, 45), (15, 56))
rect/88.jpg; ((15, 7), (50, 17), (62, 56), (2, 47))
rect/89.jpg; ((15, 13), (60, 1), (53, 46), (0, 53))
rect/90.jpg; ((4, 8), (47, 16), (47, 46), (0, 46))
rect/91.jpg; ((1, 9), (56, 12), (46, 54), (15, 58))
rect/92.jpg; ((4, 5), (55, 9), (54, 59), (10, 45))
rect/93.jpg; ((4, 6), (51, 18), (46, 59), (15, 56))
rect/94.jpg; ((2, 17), (50, 16), (57, 51), (16, 58))
rect/95.jpg; ((15, 4), (45, 14), (48, 46), (18, 47))
rect/96.jpg; ((19, 18), (63, 16), (60, 48), (19, 48))
rect/97.jpg; ((6, 9), (57, 4), (56, 52), (12, 57))
rect/98.jpg; ((18, 17), (53, 2), (56, 57), (6, 63))
rect/99.jpg; ((15, 16), (46, 11), (53, 45), (8, 55))
